1	Standard for Flexible Metal Conduit
558	STANDARD FOR EXTERNAL-LUG QUICK CONNECT COUPLINGS AND ADAPTORS FOR FORESTRY FIRE HOSE / NORME SUR LES ADAPTATEURS ET LES RACCORDEMENTS INSTANTANÉS À ERGOT EXTERNE POUR TUYAUX D’INCENDIE FORESTIERS
559	Equipment For Fire Signal Receiving Centres And Systems
 / Équipement Des Systèmes Et Des Centrales De Réception D'alarme Incendie
559	STANDARD FOR EQUIPMENT FOR FIRE SIGNAL RECEIVING  CENTRES AND SYSTEMS / NORME SUR ÉQUIPEMENT DES SYSTÈMES ET DES CENTRALES DE RÉCEPTION D'ALARME INCENDIE
559	STANDARD  FOR  EQUIPMENT  FOR  FIRE  SIGNAL  RECEIVING CENTRES AND SYSTEMS / NORMES SUR L'ÉQUIPEMENT DES SYSTÈMES ET DES CENTRALES DE RÉCEPTION D'ALARME INCENDIE
560	Standard for Category 3 Aqueous Film-Forming Foam (AFFF) Liquid Concentrates
561	Standard for Floor-Finishing Machines
561	Installation And Services For  Fire Signal Receiving Centres And Systems
561	STANDARD FOR INSTALLATION AND SERVICES FOR FIRE SIGNAL RECEIVING CENTRES AND SYSTEMS / NORME SUR L'INSTALLATION ET LES SERVICES - SYSTÈMES ET CENTRALES DE RÉCEPTION D'ALARME D'INCENDIE
561	STANDARD FOR INSTALLATION AND SERVICES FOR  FIRE SIGNAL RECEIVING CENTRES AND SYSTEMS / NORME SUR L'INSTALLATION ET LES SERVICES - SYSTÈMES ET CENTRALES DE RÉCEPTION D'ALARME INCENDIE
563	Standard for Ice Makers
563	Standard fro Category 3 Film-Forming  Fluoroprotein (FFFP) Foam Liquid Concentrates
565	Standard for Liquid-Level Gauges for Anhydrous Ammonia and LP-Gas
566	Halocarbon Clean Agent Fire Extinguishers / Extincteurs aux agents propres à l’halocarbure
567	Standard for Emergency Breakaway Fittings, Swivel Connectors and Pipe-Connection Fittings for Petroleum Products and LP-Gas
567	Guide for the Investigation of Pipe Connectors for Flammable Liquids and LP-Gas
567A	Standard for Emergency Breakaway Fittings, Swivel Connectors and Pipe-Connection Fittings for Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85)
567B	Emergency Breakaway Fittings, Swivel Connectors and Pipe-Connection Fittings for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends with Nominal Biodiesel Concentrations up to 20 Percent (B20), Kerosene, and Fuel Oil
568	Nonmetallic Cable Tray Systems
569	Standard for Pigtails and Flexible Hose Connectors for LP-Gas
572	STANDARD FOR PHOTOLUMINESCENT AND  SELF-LUMINOUS EXIT SIGNS AND  PATH MARKING SYSTEMS
572	STANDARD FOR PHOTOLUMINESCENT AND  SELF-LUMINOUS EXIT SIGNS AND  PATH MARKING SYSTEMS
573	STANDARD FOR INSTALLATION OF ANCILLARY DEVICES CONNECTED TO FIRE ALARM SYSTEMS / NORME SUR L’INSTALLATION DES DISPOSITIFS AUXILIAIRES BRANCHÉS AUX SYSTÈMES D’ALARME INCENDIE
574	Standard for Electric Oil Heaters
574	STANDARD FOR FORGED 65 mm (2 1/2 in) EXTERNAL-LUG QUICK-CONNECT COUPLINGS AND ADAPTERS FOR FORESTRY FIRE HOSE / NORME SUR LES ADAPTATEURS ET LES RACCORDEMENTS INSTANTANÉS À ERGOT EXTERNE FORGÉS DE 65 mm (2 1/2 po) POUR TUYAUX D'INCENDIE FORESTIERS
576	STANDARD FOR MASS NOTIFICATION SYSTEM EQUIPMENT AND ACCESSORIES / NORME SUR L'ÉQUIPEMENT ET LES ACCESSOIRES DES SYSTÈMES DE NOTIFICATION DE MASSE
580	Standard for Tests for Uplift Resistance of Roof Assemblies
583	Standard for Electric-Battery-Powered Industrial Trucks
583	Guide for the Investigation of Electric Battery Powered Industrial Trucks
586	Standard for High-Efficiency, Particulate, Air Filter Units
588	Standard for Seasonal and Holiday Decorative Products
588	STANDARD FOR GAS AND VAPOUR DETECTORS AND SENSORS, INCLUDING ACCESSORIES / NORME SUR LES DÉTECTEURS ET CAPTEURS DE GAZ ET DE VAPEUR, Y COMPRIS LES ACCESSOIRES
590	Standard for Design, Installation, Inspection, Testing and Maintenance of Safety Way Guidance System / Norme sur la conception, l'installation, l'inspection, la mise à l'essai et l'entretien de systèmes de signalisation de sécurité
593	Standard for the Servicing of Halon and Clean Agent Extinguishing Systems
594	Standard for the Servicing of Restaurant Cooking Extinguishing Systems
601	Standard for Shop Fabricated Steel Aboveground Horizontal Tanks for Flammable and Combustible Liquids
Norme sur
les réservoirs hors sol en acier fabriqués en usine pour liquides inflammables et combustibles
601	STANDARD FOR SHOP FABRICATED STEEL ABOVEGROUND TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RÉSERVOIRS HORS SOL EN ACIER FABRIQUÉS EN USINE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
602	Standard for Aboveground Steel Tanks for Fuel Oil and Lubricating Oil
Norme sur les réservoirs en acier non enterrés pour le mazout et l’huile lubrifiante
602	STANDARD FOR ABOVEGROUND STEEL TANKS FOR FUEL OIL  AND LUBRICATING OIL / NORME SUR LES RÉSERVOIRS EN ACIER NON ENTERRÉS POUR LE MAZOUT ET L'HUILE LUBRIFIANTE
602	STANDARD FOR ABOVEGROUND STEEL TANKS FOR FUEL OIL  AND LUBRICATING OIL / NORME SUR LES RÉSERVOIRS EN ACIER NON ENTERRÉS POUR LE MAZOUT ET L'HUILE LUBRIFIANTE
603	Standard for Power Supplies for Use with Burglar-Alarm Systems
603	STANDARD FOR STEEL UNDERGROUND TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RÉSERVOIRS SOUTERRAINS EN ACIER POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
603.1	External Corrosion Protection Systems for Steel Underground Tanks for Flammable and Combustible Liquids
603.1	STANDARD FOR EXTERNAL CORROSION PROTECTION SYSTEMS  FOR STEEL UNDERGROUND TANKS  FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES SYSTÈMES DE PROTECTION CONTRE LA CORROSION EXTÉRIEURE DES RÉSERVOIRS ENTERRÉS EN ACIER POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
604	STANDARD FOR  FACTORY- BUILT TYPE A CHIMNEYS / NORME SUR LES CHEMINÉES PRÉFABRIQUÉES DE TYPE A
605	Subject for Portable Extinguishers
605	STANDARD FOR GAS VENTS / NORME SUR LES CONDUITS D’ÉVACUATION À GAZ
606	Standard for Linings and Screens for Use with Burglar-Alarm Systems
608	Standard for Burglary Resistant Vault Doors and Modular Panels
609	Standard for Local Burglar Alarm Units and Systems
609	STANDARD FOR LOW TEMPERATURE VENTS TYPE L AND PL / NORME SUR LES CONDUITS D’ÉVACUATION À BASSE TEMPÉRATURE DE TYPES L ET PL
610	STANDARD FOR FACTORY-BUILT FIREPLACE SYSTEMS / NORME SUR LES SYSTÈMES FOYERS À FEU OUVERT PRÉFABRIQUÉ
612	STANDARD FOR HOSE AND HOSE ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES TUYAUX FLEXIBLES ET TUYAUX FLEXIBLES À RACCORDS POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
615	STANDARD FOR FIBRE REINFORCED PLASTIC UNDERGROUND TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RÉSERVOIRS EN PLASTIQUE RENFORCÉ SOUTERRAINS POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
618	Standard for Concrete Masonry Units
620	STANDARD FOR HOSE NOZZLE VALVES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES PISTOLETS POUR  LIQUIDES INFLAMMABLES ET COMBUSTIBLES
621	Standard for Ice Cream Makers
626	Water Fire Extinguishers
627	Standard for Space Heaters for Use with Solid Fuels
628	Standard for Fireplace Inserts
629	STANDARD FOR  650 °C FACTORY- BUILT CHIMNEYS / NORME SUR LES CHEMINÉES PREFABRIQUÉES POUR DES TEMPÉRATURES N’EXCÉDENT PAS 650 °C
632	Standard for Heat Shields
632	STANDARD FOR HEAT SHIELDS / NORME SUR LES ÉCRANS THERMIQUES
633	Flexible Underground Hose Connectors for Flammable and Combustible Liquids / Norme Sur les Raccords a Tuyaux Flexible Souterrain pour Liquids Inflammables et Combustibles
633	STANDARD FOR FLEXIBLE CONNECTOR PIPING FOR FUELS / NORME POUR LES TUYAUX DE RACCORDEMENT FLEXIBLES POUR CARBURANTS
634	Standard for Connectors and Switches for Use with Burglar-Alarm Systems
634	STANDARD FOR HOSE SWIVEL CONNECTORS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RACCORDS PIVOTANTS À TUYAU FLEXIBLE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
634	CONNECTORS AND SWITCHES FOR USE WITH BURGLAR ALARM SYSTEMS
635	Standard for Insulating Bushings
635	STANDARD  FOR  LINING SYSTEMS FOR EXISTING MASONRY OR FACTORY-BUILT CHIMNEYS AND VENTS / NORME SUR LES SYSTÈMES DE CHEMISAGE POUR LES OUVRAGES DE MAÇONNERIE EXISTANTS OU LES CHEMINÉES ET LES CONDUITS D’ÉVACUATION PRÉFABRIQUÉS
636	Standard for Holdup Alarm Units and Systems
636	Standard for Type BH Gas Venting Systems
639	Standard for Intrusion-Detection Units
639	Standard for Steel Liner Assemblies for Solid-Fuel Burning Masonry Fireplaces
639	STANDARD FOR STEEL LINER ASSEMBLIES FOR SOLID-FUEL BURNING MASONRY FIREPLACES / NORME SUR LES CHEMISAGES EN ACIER POUR FOYERS A FEU OUVERT EN MAÇONNERIE A COMBUSTIBLES SOLIDES
640	STANDARD FOR LINING SYSTEMS FOR NEW MASONRY CHIMNEYS / NORME SUR LES SYSTÈMES DE CHEMISAGE POUR LES NOUVELLES CHEMINÉES DE MAÇONNERIE
641	Standard for Type L Low-Temperature Venting Systems
641	STANDARD FOR FACTORY-BUILT CHIMNEY CONNECTORS  AND  WALL PASS-THROUGH ASSEMBLIES / NORME SUR LES RACCORDS DE CHEMINÉE PRÉFABRIQUÉE ET LES TRAVERSÉES MURALES
642	Compounds and Tape for Threaded Pipe Joints
642	STANDARD FOR COMPOUNDS AND TAPES FOR THREADED PIPE JOINTS / NORME SUR LES COMPOSÉS ET RUBANS POUR JOINTS DE TUYAU FILETÉS
643	Shop Fabricated Steel Aboveground Utility Tanks for Flammable and Combustible Liquids 
644	Standard for Container Assemblies for LP-Gas
644	STANDARD FOR EMERGENCY BREAKAWAY FITTINGS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES RACCORDS FRANGIBLES D’URGENCE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
645	Standard For Power Roof Ventilators for Commercial and Institutional Kitchen Exhaust Systems
646	Standard for Exhaust Hoods and Related Controls for Commercial and Institutional Kitchens
647	Standard for Unvented Kerosene-Fired Room Heaters and Portable Heaters
647	Standard for Exhaust Cleaning and Recirculation Assemblies for Commercial and Institutional Kitchen Exhaust Systems
647A	SYNTHETIC FUELS FOR LISTED KEROSENE-FIRED PORTABLE HEATERS AND KEROSENE-FIRED ROOM HEATERS
649	Standard for Grease Filters for Commercial and Insitutional Kitchen Exhaust Systems
651	Standard for Schedule 40 and 80 Rigid PVC Conduit and Fittings
651	Emergency Valves for Flammable and Combustible Liquids 
651	STANDARD FOR EMERGENCY VALVES  FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ROBINETS D'URGENCE POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
651A	Type EB and A Rigid PVC Conduit and HDPE Conduit
652	Standard For Tank Assemblies For Collection, Storage and Removal Of Used Oil
Norme sur les ensembles réservoirs destinés à la collecte, au stockage et à l'enlèvement de l'huile usagée
652	STANDARD FOR TANK ASSEMBLIES FOR THE COLLECTION, STORAGE AND REMOVAL OF USED OIL / NORME SUR LES ENSEMBLES RÉSERVOIRS DESTINÉS À LA COLLECTE, AU STOCKAGE ET À L'ENLÈVEMENT DE L'HUILE USAGÉE
653	Standard for Aboveground Steel Contained Tank Assemblies for Flammable and Combustible Liquids / Norme sur les ensembles réservoirs de confinement en acier hors sol pour les liquides inflammables et combustibles 
653	STANDARD FOR ABOVEGROUND HORIZONTAL STEEL CONTAINED TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS DE CONFINEMENT EN ACIER HORIZONTAUX HORS SOL POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
655	Standard for Aboveground Protected Tank Assemblies for Flammable and Combustable Liquids
655	STANDARD FOR ABOVEGROUND PROTECTED TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS PROTÉGÉS HORS SOL POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
656	STANDARD FOR OIL-WATER SEPARATORS / NORME SUR LES SÉPARATEURS HUILE-EAU
656	STANDARD FOR OIL-WATER SEPARATORS / NORME SUR LES SÉPARATEURS HUILE-EAU
660	Standard for Nonmetallic Underground Piping for Flammable and Combustible Liquids
661	STANDARD FOR OVERFILL PROTECTION DEVICES FOR FLAMMABLE AND COMBUSTIBLE LIQUID STORAGE TANKS / NORME SUR LES DISPOSITIFS DE PROTECTION CONTRE LES DÉBORDEMENTS POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES
662	Factory-Built Grease Ducts
663	STANDARD FOR SPILL CONTAINMENT DEVICES FOR FLAMMABLE AND COMBUSTIBLE LIQUID ABOVEGROUND STORAGE TANKS / NORME SUR LES DISPOSITIFS DE CONFINEMENT DES DÉVERSEMENTS POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL
664	STANDARD FOR CONTAINMENT SUMPS, SUMP FITTINGS, AND ACCESSORIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORMES SUR LES PUISARDS DE CONFINEMENT, RACCORDS DE PUISARD ET ACCESSOIRES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
667	METALLIC UNDERGROUND PIPING FOR  FLAMMABLE AND COMBUSTIBLE LIQUIDS / CANALISATIONS SOUTERRAINES MÉTALLIQUES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
668	Standard for Hose Valves for Fire-Protection Service
668	Standard for Hose Valves for Fire Protection Service
668	STANDARD FOR LINERS USED FOR SECONDARY CONTAINMENT OF ABOVEGROUND FLAMMABLE AND COMBUSTIBLE LIQUID TANKS / NORME SUR LES MEMBRANES DE CONFINEMENT SECONDAIRE POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL
668	STANDARD FOR LINERS USED FOR SECONDARY CONTAINMENT OF ABOVEGROUND FLAMMABLE AND COMBUSTIBLE LIQUID TANKS / NORME SUR LES MEMBRANES DE CONFINEMENT SECONDAIRE POUR LES RÉSERVOIRS DE STOCKAGE DE LIQUIDES INFLAMMABLES ET DE LIQUIDES COMBUSTIBLES HORS SOL
669	STANDARD FOR INTERNAL RETROFIT SYSTEMS FOR UNDERGROUND TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES SYSTÈMES DE RÉNOVATION INTERNES DES RÉSERVOIRS SOUTERRAINS POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
670	STANDARD FOR ABOVEGROUND NONMETALLIC TANKS FOR FUEL OIL AND OTHER COMBUSTIBLE LIQUIDS / NORME SUR LES RÉSERVOIRS NON MÉTALLIQUES HORS SOL POUR LE MAZOUT ET AUTRES LIQUIDES COMBUSTIBLES
674	Standard for Electric Motors and Generators for Use in Division 1 Hazardous (Classified) Locations
674	STANDARD FOR UNVENTED ALCOHOL FUEL BURNING DECORATIVE APPLIANCES / NORME SUR LES APPAREILS DÉCORATIFS NON RACCORDÉS FONCTIONNANT À L’ALCOOL CARBURANT
675.1	STANDARD FOR VOLUMETRIC LEAK DETECTION DEVICES FOR UNDERGROUND AND ABOVEGROUND STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES DISPOSITIFS DE DÉTECTION DES FUITES VOLUMÉTRIQUES POUR LES RÉSERVOIRS DE STOCKAGE SOUTERRAINS ET HORS SOL DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES
675.2	STANDARD FOR NONVOLUMETRIC PRECISION LEAK DETECTION DEVICES FOR UNDERGROUND AND ABOVEGROUND STORAGE TANKS AND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES DISPOSITIFS DE DÉTECTION DES FUITES DE PRÉCISION NON VOLUMÉTRIQUES POUR LES RÉSERVOIRS DE STOCKAGE ET LES TUYAUTERIES, SOUTERRAINS ET HORS SOL, DE LIQUIDES INFLAMMABLES ET COMBUSTIBLES
676	Standard for Underwater Luminaires and Submersible Junction Boxes
676	STANDARD FOR REFURBISHING OF STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LA REMISE À NEUF DES RÉSERVOIRS DE STOCKAGE POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
676	STANDARD FOR REFURBISHING OF STORAGE TANKS FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LA REMISE À NEUF DES RÉSERVOIRS POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
676A	Potting Compounds for Swimming Pool, Fountain, and Spa Equipment
677	STANDARD FOR FIRE TESTED ABOVEGROUND TANK ASSEMBLIES FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES ENSEMBLES RÉSERVOIRS HORS SOL RÉSISTANT AU FEU POUR LES LIQUIDES INFLAMMABLES ET COMBUSTIBLES
679	STANDARD FOR METALLIC AND NONMETALLIC UNDERGROUND PIPING FOR FLAMMABLE AND COMBUSTIBLE LIQUIDS / NORME SUR LES CANALISATIONS SOUTERRAINES MÉTALLIQUES ET NON MÉTALLIQUES POUR LIQUIDES INFLAMMABLES ET COMBUSTIBLES
680	Standard for Emergency Vault Ventilators and Vault-Ventilating Ports
681	Standard for Installation and Classification of Burglar and Holdup Alarm Systems
687	Standard for Burglary-Resistant Safes
687	Standard for Burglary-Resistant Safes
693	EXCESS PRESSURE PUMPS FOR WET PIPE SPRINKLER SYSTEMS
696	Standard for Electric Toys
697	Standard for Toy Transformers
698A	Standard for Industrial Control Panels Relating to Hazardous (Classified) Locations
701.1	STANDARD FOR THERMAL INSULATION, POLYSTYRENE BOARDS / NORME SUR L'ISOLANT THERMIQUE EN POLYSTYRÈNE
702.1	STANDARD FOR MINERAL FIBRE THERMAL INSULATION FOR BUILDINGS, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE DE FIBRES MINÉRALES POUR BÂTIMENTS, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU
702.2	MINERAL FIBRE THERMAL INSULATION
FOR BUILDINGS, PART 2: INSTALLATION
702.2	STANDARD FOR MINERAL FIBRE  THERMAL INSULATION FOR BUILDINGS,  PART 2: INSTALLATION
703	STANDARD FOR CELLULOSE FIBRE INSULATION FOR BUILDINGS / NORME SUR L'ISOLANT EN FIBRE CELLULOSIQUE POUR LES BÂTIMENTS
704.1	STANDARD FOR THERMAL INSULATION, POLYURETHANE AND POLYISOCYANURATE, BOARDS, FACED / NORME SUR L'ISOLANT THERMIQUE EN POLYURÉTHANE ET EN POLYISOCYANURATE : PANNEAUX REVÊTUS
705	Standard for Power Ventilators
705.1	STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE DE DENSITÉ MOYENNE - SPÉCIFICATIONS RELATIVES AUX MATÉRIAUX
705.1	Standard for Thermal Insulation - Spray Applied Rigid Polyurethane Foam, Medium Density - Material - Specification / Norme sur l`isolant thermique en mousse de polyuréthane rigide pulvérisée, de densité moyenne :spécifications relatives aux matériaux
705.2	Standard for Thermal Insulation – Spray Applied Rigid Polyurethane Foam, Medium Density – Application
705.2	STANDARD FOR THERMAL INSULATION - SPRAY APPLIED RIGID POLYURETHANE FOAM, MEDIUM DENSITY - APPLICATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE RIGIDE PULVÉRISÉE, DE DENSITÉ MOYENNE - APPLICATION
706	Standard for Wood Fibre Thermal Insulation for Buildings / Norme sur l’isolant thermique en fibre de bois pour bâtiments
706	Standard for Wood Fibre Thermal Insulation for Buildings
706.1	STANDARD FOR WOOD FIBRE INSULATING BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR BÂTIMENTS
706.1	STANDARD FOR INSULATING WOOD FIBRE BOARDS FOR BUILDINGS / NORME SUR LES PANNEAUX ISOLANTS EN FIBRE DE BOIS POUR BÂTIMENTS 
710	Standard for Exhaust Hoods for Commercial Cooking Equipment
710.1	Standard for Thermal Insulation - Bead - Applied One Component Polyurethane Air Sealant Foam, Part 1: Material Specification / Norme sur l’isolant thermique – mousse d’étanchéité à l’air de polyuréthane monocomposant appliquée en cordon, partie 1 : spécifications relatives au matériau
710.1	STANDARD FOR THERMAL INSULATION - BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D’ÉTANCHÉITÉ À L’AIR DE POLYURÉTHANE MONOCOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU
710.1	STANDARD FOR BEAD-APPLIED ONE COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR LA MOUSSE D'ÉTANCHÉITÉ À L'AIR DE POLYURÉTHANE MONOCOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU 
710A	Rooftop Grease and Oil Collection and Containment Systems	
710B	Standard for Recirculating Systems
710C	Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations
710C	Ultraviolet Radiation Systems for Use in the Ventilation Control of Commercial Cooking Operations
711	Rating and Fire Testing of Fire Extinguishers
711.1	STANDARD FOR THERMAL INSULATION - BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR L'ISOLANT THERMIQUE - MOUSSE D’ÉTANCHÉITÉ À L’AIR DE POLYURÉTHANE BICOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU
711.1	STANDARD FOR BEAD-APPLIED TWO COMPONENT POLYURETHANE AIR SEALANT FOAM, PART 1: MATERIAL SPECIFICATION / NORME SUR LA MOUSSE D'ÉTANCHÉITÉ À L'AIR DE POLYURÉTHANE BICOMPOSANT APPLIQUÉE EN CORDON, PARTIE 1 : SPÉCIFICATIONS RELATIVES AU MATÉRIAU
711A	Outline of Investigation for the Fire Test Method for Portable Hand-Held Extinguishers Intended for Use On Residential Cooking Equipment
712.2	STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION
712.2	STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - INSTALLATION / NORME SUR L'ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE SEMI-RIGIDE PULVÉRISÉE, DE FAIBLE DENSITÉ ET À ALVÉOLES OUVERTS - INSTALLATION
713	STANDARD METHOD OF SYSTEM TESTING -ML / MÉTHODE D'ESSAI NORMALISÉE  CARACTÉSYSTEM TEST-ML MATÉRIAUX
713E	Testing Standard
716.1	STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - MATERIALS AND SYSTEMS / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - MATÉRIAUX ET SYSTÈMES
716.2	STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU
716.2	STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - INSTALLATION OF EIFS COMPONENTS AND WATER RESISTIVE BARRIER / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - INSTALLATION DES COMPOSANTS DES SYSTÈMES SIFE ET DE LA BARRIÈRE RÉSISTANT À L'EAU 
716.3	STANDARD FOR EXTERIOR INSULATION AND FINISH SYSTEMS (EIFS) - DESIGN APPLICATION / NORME POUR LES SYSTÈMES D'ISOLATION ET DE FINITION EXTÉRIEURS (SYSTÈMES SIFE) - APPLICATION DE LA CONCEPTION
718	STANDARD FOR SITE QUALITY ASSURANCE PROGRAM FOR SPRAY APPLIED POLYURETHANE FOAM / NORME SUR LE PROGRAMME D'ASSURANCE DE LA QUALITÉ DU CHANTIER RELATIF À LA MOUSSE DE POLYURÉTHANE PULVÉRISÉE
719	Standard for Nonmetallic-Sheathed Cables
723	Standard for Test for Surface Burning Characteristics of Building Materials
723S	DROP-OUT CEILINGS INSTALLED BENEATH AUTOMATIC SPRINKLERS
724	Outline of Investigation for Indirect Fired, Oil Burning Commercial Cooking Appliances
726	Standard for Oil-Fired Boiler Assemblies
727	Standard for Oil-Fired Central Furnaces
729	Standard for Oil-Fired Floor Furnaces
730	Standard for Oil-Fired Wall Furnaces
730	Standard for Oil-Fired Wall Furnaces
731	Standard for Oil-Fired Unit Heaters
732	Standard for Oil-Fired Storage Tank Water Heaters
733	Standard for Oil-Fired Air Heaters and Oil-Fired Direct-Fired Heaters
737	Standard for Fireplace Stoves
741	STANDARD FOR AIR BARRIER MATERIALS - SPECIFICATION / NORME SUR LES MATÉRIAUX D'ÉTANCHÉITÉ À L'AIR - SPÉCIFICATION
742	STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION
742	STANDARD FOR AIR BARRIER ASSEMBLIES - SPECIFICATION / Norme sur les ensembles d'étanchéité à l'air - spécifications
743.1	STANDARD FOR THERMAL INSULATION - LOW PRESSURE APPLIED TWO COMPONENT SPRAY POLYURETHANE FOAM, PART 1: MATERIAL SPECIFICATION / Norme pour l’isolation thermique – mousse de polyuréthane à deux composants pulvérisée à basse pression, Partie 1 : Spécification du matériau
745	Subject 745
745-1	Portable Electric Tools
745- 2-31	Particular Requirements for Diamond Core Drills
745- 2-32	Particular Requirements for Magnetic Drill Presses
746	Subject 746
746A	Standard for Polymeric Materials - Short Term Property Evaluations
746B	Standard for Polymeric Materials - Long Term Property Evaluations
746C	Standard for Polymeric Materials - Use in Electrical Equipment Evaluations
746D	Standard for Polymeric Materials - Fabricated Parts
746E	Polymeric Materials - Industrial Laminates, Filament Wound Tubing, Vulcanized Fibre, and Materials Used In Printed Wiring Boards
